measurement_time,measurement_values,measurement_xcoord,measurement_ycoord,measurement_zcoord,misfit_values,simulation_values
0.7,0,0.75,0.25,0,0.11270069309158,0.11270069309158
0.8,0,0.75,0.25,0,0.11398707261849,0.11398707261849
0.9,0,0.75,0.25,0,0.11476768021526,0.11476768021526
1,0,0.75,0.25,0,0.11524108886648,0.11524108886648
0.1,0,0.25,0.75,0,0.049456148291026,0.049456148291026
0.2,0,0.25,0.75,0,0.076256664280656,0.076256664280656
0.3,0,0.25,0.75,0,0.09193256860362,0.09193256860362
0.4,0,0.25,0.75,0,0.10136867157689,0.10136867157689
0.5,0,0.25,0.75,0,0.10709807953019,0.10709807953019
0.6,0,0.25,0.75,0,0.11058256259653,0.11058256259653
0.7,0,0.25,0.75,0,0.11270069308753,0.11270069308753
0.8,0,0.25,0.75,0,0.11398707261669,0.11398707261669
0.9,0,0.25,0.75,0,0.11476768021452,0.11476768021452
1,0,0.25,0.75,0,0.11524108886618,0.11524108886618
0.1,0,0.8125,0.9375,0,0.078549240124836,0.078549240124836
0.2,0,0.8125,0.9375,0,0.13290591135712,0.13290591135712
0.3,0,0.8125,0.9375,0,0.16791332975066,0.16791332975066
0.4,0,0.8125,0.9375,0,0.18969317420877,0.18969317420877
0.5,0,0.8125,0.9375,0,0.20303596764555,0.20303596764555
0.6,0,0.8125,0.9375,0,0.21115617843776,0.21115617843776
0.7,0,0.8125,0.9375,0,0.21608439317475,0.21608439317475
0.8,0,0.8125,0.9375,0,0.21907198984321,0.21907198984321
0.9,0,0.8125,0.9375,0,0.22088232087615,0.22088232087615
1,0,0.8125,0.9375,0,0.22197909561399,0.22197909561399
0.1,0,0.75,0.75,0,0.076318645724807,0.076318645724807
0.2,0,0.75,0.75,0,0.12757832420772,0.12757832420772
0.3,0,0.75,0.75,0,0.16004297351501,0.16004297351501
0.4,0,0.75,0.75,0,0.18009489591454,0.18009489591454
0.5,0,0.75,0.75,0,0.19234790451441,0.19234790451441
0.6,0,0.75,0.75,0,0.19980025448001,0.19980025448001
0.7,0,0.75,0.75,0,0.20432331026411,0.20432331026411
0.8,0,0.75,0.75,0,0.20706584259389,0.20706584259389
0.9,0,0.75,0.75,0,0.2087280052912,0.2087280052912
1,0,0.75,0.75,0,0.20973516569754,0.20973516569754
0.1,0,0.8125,0.75,0,0.077066058614981,0.077066058614981
0.2,0,0.8125,0.75,0,0.12932654826146,0.12932654826146
0.3,0,0.8125,0.75,0,0.16260179615606,0.16260179615606
0.4,0,0.8125,0.75,0,0.1832015284753,0.1832015284753
0.5,0,0.8125,0.75,0,0.19579933389208,0.19579933389208
0.6,0,0.8125,0.75,0,0.20346286172313,0.20346286172313
0.7,0,0.8125,0.75,0,0.20811402001155,0.20811402001155
0.8,0,0.8125,0.75,0,0.2109340431928,0.2109340431928
0.9,0,0.8125,0.75,0,0.21264306274597,0.21264306274597
1,0,0.8125,0.75,0,0.21367856539763,0.21367856539763
0.1,0,0.875,0.75,0,0.077545153145651,0.077545153145651
0.2,0,0.875,0.75,0,0.13048576516631,0.13048576516631
0.3,0,0.875,0.75,0,0.16432466101087,0.16432466101087
0.4,0,0.875,0.75,0,0.18530901626272,0.18530901626272
0.5,0,0.875,0.75,0,0.19814983688102,0.19814983688102
0.6,0,0.875,0.75,0,0.20596240393435,0.20596240393435
0.7,0,0.875,0.75,0,0.21070400331915,0.21070400331915
0.8,0,0.875,0.75,0,0.21357873645116,0.21357873645116
0.9,0,0.875,0.75,0,0.21532083530845,0.21532083530845
1,0,0.875,0.75,0,0.21637634495558,0.21637634495558
0.1,0,0.9375,0.75,0,0.077804558994786,0.077804558994786
0.2,0,0.9375,0.75,0,0.13113515740418,0.13113515740418
0.3,0,0.9375,0.75,0,0.16530356703956,0.16530356703956
0.4,0,0.9375,0.75,0,0.18651454556446,0.18651454556446
0.5,0,0.9375,0.75,0,0.19949899769331,0.19949899769331
0.6,0,0.9375,0.75,0,0.20739975098386,0.20739975098386
0.7,0,0.9375,0.75,0,0.21219488172511,0.21219488172511
0.8,0,0.9375,0.75,0,0.21510199870421,0.21510199870421
0.9,0,0.9375,0.75,0,0.21686367707381,0.21686367707381
1,0,0.9375,0.75,0,0.21793102818044,0.21793102818044
0.1,0,1,0.75,0,0.077883618457735,0.077883618457735
0.2,0,1,0.75,0,0.13133947654607,0.13133947654607
0.3,0,1,0.75,0,0.16561525237246,0.16561525237246
0.4,0,1,0.75,0,0.18690047494631,0.18690047494631
0.5,0,1,0.75,0,0.19993208260792,0.19993208260792
0.6,0,1,0.75,0,0.20786181107396,0.20786181107396
0.7,0,1,0.75,0,0.21267453499356,0.21267453499356
0.8,0,1,0.75,0,0.21559229559823,0.21559229559823
0.9,0,1,0.75,0,0.21736040914104,0.21736040914104
1,0,1,0.75,0,0.21843165208181,0.21843165208181
0.1,0,0.8125,0.8125,0,0.077815850426212,0.077815850426212
0.2,0,0.8125,0.8125,0,0.13109157363219,0.13109157363219
0.3,0,0.8125,0.8125,0,0.16519224275064,0.16519224275064
0.4,0,0.8125,0.8125,0,0.18635051684693,0.18635051684693
0.5,0,0.8125,0.8125,0,0.19929997098959,0.19929997098959
0.6,0,0.8125,0.8125,0,0.20717885636488,0.20717885636488
0.7,0,0.8125,0.8125,0,0.21196063128831,0.21196063128831
0.8,0,0.8125,0.8125,0,0.21485965425399,0.21485965425399
0.9,0,0.8125,0.8125,0,0.21661643764828,0.21661643764828
1,0,0.8125,0.8125,0,0.21768082888664,0.21768082888664
0.1,0,0.875,0.8125,0,0.078293233413537,0.078293233413537
0.2,0,0.875,0.8125,0,0.13225689769293,0.13225689769293
0.3,0,0.875,0.8125,0,0.16693033166232,0.16693033166232
0.4,0,0.875,0.8125,0,0.18848004579182,0.18848004579182
0.5,0,0.875,0.8125,0,0.20167691247301,0.20167691247301
0.6,0,0.875,0.8125,0,0.2097075271312,0.2097075271312
0.7,0,0.875,0.8125,0,0.2145813617152,0.2145813617152
0.8,0,0.875,0.8125,0,0.21753606560429,0.21753606560429
0.9,0,0.875,0.8125,0,0.21932651159998,0.21932651159998
1,0,0.875,0.8125,0,0.22041126103082,0.22041126103082
0.1,0,0.9375,0.8125,0,0.078549240125201,0.078549240125201
0.2,0,0.9375,0.8125,0,0.13290591135722,0.13290591135722
0.3,0,0.9375,0.8125,0,0.16791332975069,0.16791332975069
0.4,0,0.9375,0.8125,0,0.18969317420878,0.18969317420878
0.5,0,0.9375,0.8125,0,0.20303596764556,0.20303596764556
0.6,0,0.9375,0.8125,0,0.21115617844302,0.21115617844302
0.7,0,0.9375,0.8125,0,0.21608439317706,0.21608439317706
0.8,0,0.9375,0.8125,0,0.21907198984414,0.21907198984414
0.9,0,0.9375,0.8125,0,0.22088232087653,0.22088232087653
1,0,0.9375,0.8125,0,0.22197909561415,0.22197909561415
0.1,0,1,0.8125,0,0.078626325416789,0.078626325416789
0.2,0,1,0.8125,0,0.13310869331095,0.13310869331095
0.3,0,1,0.8125,0,0.16822462453433,0.16822462453433
0.4,0,1,0.8125,0,0.1900796795418,0.1900796795418
0.5,0,1,0.8125,0,0.20347027384154,0.20347027384154
0.6,0,1,0.8125,0,0.21161985845295,0.21161985845295
0.7,0,1,0.8125,0,0.21656590655678,0.21656590655678
0.8,0,1,0.8125,0,0.2195642907791,0.2195642907791
0.9,0,1,0.8125,0,0.22138114331517,0.22138114331517
1,0,1,0.8125,0,0.22248186179758,0.22248186179758
0.1,0,0.875,0.875,0,0.078766276796475,0.078766276796475
0.2,0,0.875,0.875,0,0.13342121887685,0.13342121887685
0.3,0,0.875,0.875,0,0.16867258321146,0.16867258321146
0.4,0,0.875,0.875,0,0.19061782225984,0.19061782225984
0.5,0,0.875,0.875,0,0.20406478107901,0.20406478107901
0.6,0,0.875,0.875,0,0.21224877193355,0.21224877193355
0.7,0,0.875,0.875,0,0.21721565764077,0.21721565764077
0.8,0,0.875,0.875,0,0.22022663682272,0.22022663682272
0.9,0,0.875,0.875,0,0.22205110217116,0.22205110217116
1,0,0.875,0.875,0,0.22315642443713,0.22315642443713
0.1,0,0.9375,0.875,0,0.079017383350247,0.079017383350247
0.2,0,0.9375,0.875,0,0.13406573614084,0.13406573614084
0.3,0,0.9375,0.875,0,0.16965322140172,0.16965322140172
0.4,0,0.9375,0.875,0,0.19183047609332,0.19183047609332
0.5,0,0.9375,0.875,0,0.20542463555089,0.20542463555089
0.6,0,0.9375,0.875,0,0.21369901190798,0.21369901190798
0.7,0,0.9375,0.875,0,0.21872075351009,0.21872075351009
0.8,0,0.9375,0.875,0,0.22176491039699,0.22176491039699
0.9,0,0.9375,0.875,0,0.223609431575,0.223609431575
1,0,0.9375,0.875,0,0.22472688179197,0.22472688179197
0.1,0,1,0.875,0,0.079091974631663,0.079091974631663
0.2,0,1,0.875,0,0.1342655818764,0.1342655818764
0.3,0,1,0.875,0,0.16996194332779,0.16996194332779
0.4,0,1,0.875,0,0.19221483061515,0.19221483061515
0.5,0,1,0.875,0,0.20585709327792,0.20585709327792
0.6,0,1,0.875,0,0.21416103368105,0.21416103368105
0.7,0,1,0.875,0,0.21920072355526,0.21920072355526
0.8,0,1,0.875,0,0.22225573669573,0.22225573669573
0.9,0,1,0.875,0,0.22410682045923,0.22410682045923
1,0,1,0.875,0,0.22522823906051,0.22522823906051
0.1,0,0.9375,0.9375,0,0.079263560421988,0.079263560421988
0.2,0,0.9375,0.9375,0,0.13470420754916,0.13470420754916
0.3,0,0.9375,0.9375,0,0.17062827508648,0.17062827508648
0.4,0,0.9375,0.9375,0,0.1930381923937,0.1930381923937
0.5,0,0.9375,0.9375,0,0.20678003030604,0.20678003030604
0.6,0,0.9375,0.9375,0,0.21514509505709,0.21514509505709
0.7,0,0.9375,0.9375,0,0.22022187568171,0.22022187568171
0.8,0,0.9375,0.9375,0,0.22329931966181,0.22329931966181
0.9,0,0.9375,0.9375,0,0.22516396200332,0.22516396200332
1,0,0.9375,0.9375,0,0.22629357931547,0.22629357931547
0.1,0,1,0.9375,0,0.079335673800658,0.079335673800658
0.2,0,1,0.9375,0,0.13490065385953,0.13490065385953
0.3,0,1,0.9375,0,0.17093341933781,0.17093341933781
0.4,0,1,0.9375,0,0.19341898800153,0.19341898800153
0.5,0,1,0.9375,0,0.20720897155306,0.20720897155306
0.6,0,1,0.9375,0,0.21560363162258,0.21560363162258
0.7,0,1,0.9375,0,0.22069837978511,0.22069837978511
0.8,0,1,0.9375,0,0.2237866913465,0.2237866913465
0.9,0,1,0.9375,0,0.22565790289103,0.22565790289103
1,0,1,0.9375,0,0.22679149247643,0.22679149247643
0.1,0,1,1,0,0.079406448856429,0.079406448856429
0.2,0,1,1,0,0.13509512459674,0.13509512459674
0.3,0,1,1,0,0.1712363296852,0.1712363296852
0.4,0,1,1,0,0.19379743789576,0.19379743789576
0.5,0,1,1,0,0.20763551109643,0.20763551109643
0.6,0,1,1,0,0.21605973504569,0.21605973504569
0.7,0,1,1,0,0.22117243206339,0.22117243206339
0.8,0,1,1,0,0.22427159987464,0.22427159987464
0.9,0,1,1,0,0.22614937371479,0.22614937371479
1,0,1,1,0,0.2272869313637,0.2272869313637
