density,id,mass_frac_CH4,x,y,z
83.839140842722,64.646464646465,9.7447446685592e-58,0,-64.646464646465,0
83.839139160889,63.636363636364,1.0025091738747e-53,0,-63.636363636364,0
83.839137040936,62.626262626263,1.0305550552408e-49,0,-62.626262626263,0
83.839134368744,61.616161616162,1.0586121143023e-45,0,-61.616161616162,0
83.839131000479,60.606060606061,1.0866803544084e-41,0,-60.606060606061,0
83.839126754843,59.59595959596,1.1147597789092e-37,0,-59.59595959596,0
83.839121403328,58.585858585859,1.1428503911555e-33,0,-58.585858585859,0
83.839114657916,57.575757575758,1.1709521944992e-29,0,-57.575757575758,0
83.83910615559,56.565656565657,1.199065192293e-25,0,-56.565656565657,0
83.839095438799,55.555555555556,1.2271893878904e-21,0,-55.555555555556,0
83.839081930849,54.545454545455,1.255324784646e-17,0,-54.545454545455,0
83.839064904864,53.535353535354,1.2834713859151e-13,0,-53.535353535354,0
83.839043236993,52.525252525253,1.3116291950656e-09,0,-52.525252525253,0
83.836893939643,51.515151515152,1.3397982154318e-05,0,-51.515151515152,0
45.552738109288,50.505050505051,0.49482292714759,0,-50.505050505051,0
26.094340844974,49.494949494949,0.99985946309802,0,-49.494949494949,0
26.091403537764,48.484848484848,0.99999998620877,0,-48.484848484848,0
26.09142091954,47.474747474747,0.99999999997598,0,-47.474747474747,0
26.091435733789,46.464646464646,0.999999999981,0,-46.464646464646,0
26.091448152785,45.454545454545,0.99999999998407,0,-45.454545454545,0
26.091458563755,44.444444444444,0.99999999998664,0,-44.444444444444,0
26.091467291349,43.434343434343,0.9999999999888,0,-43.434343434343,0
26.091474607733,42.424242424242,0.99999999999061,0,-42.424242424242,0
26.091480741074,41.414141414141,0.99999999999213,0,-41.414141414141,0
26.091485882651,40.40404040404,0.99999999999341,0,-40.40404040404,0
26.091490192819,39.393939393939,0.99999999999447,0,-39.393939393939,0
26.091493806008,38.383838383838,0.99999999999537,0,-38.383838383838,0
26.091496834912,37.373737373737,0.99999999999612,0,-37.373737373737,0
26.091499374008,36.363636363636,0.99999999999674,0,-36.363636363636,0
26.091501502496,35.353535353535,0.99999999999727,0,-35.353535353535,0
26.091503286769,34.343434343434,0.99999999999771,0,-34.343434343434,0
26.091504782489,33.333333333333,0.99999999999808,0,-33.333333333333,0
26.091506036315,32.323232323232,0.99999999999839,0,-32.323232323232,0
26.091507087362,31.313131313131,0.99999999999865,0,-31.313131313131,0
26.091507968421,30.30303030303,0.99999999999887,0,-30.30303030303,0
26.091508706979,29.292929292929,0.99999999999905,0,-29.292929292929,0
26.091509326081,28.282828282828,0.99999999999921,0,-28.282828282828,0
26.091509845043,27.272727272727,0.99999999999933,0,-27.272727272727,0
26.091510280058,26.262626262626,0.99999999999944,0,-26.262626262626,0
26.0915106447,25.252525252525,0.99999999999953,0,-25.252525252525,0
26.091510950347,24.242424242424,0.99999999999961,0,-24.242424242424,0
26.091511206538,23.232323232323,0.99999999999967,0,-23.232323232323,0
26.091511421268,22.222222222222,0.99999999999972,0,-22.222222222222,0
26.091511601237,21.212121212121,0.99999999999977,0,-21.212121212121,0
26.091511752064,20.20202020202,0.99999999999981,0,-20.20202020202,0
26.091511878454,19.191919191919,0.99999999999984,0,-19.191919191919,0
26.091511984353,18.181818181818,0.99999999999986,0,-18.181818181818,0
26.091512073067,17.171717171717,0.99999999999989,0,-17.171717171717,0
26.091512147364,16.161616161616,0.9999999999999,0,-16.161616161616,0
26.091512209564,15.151515151515,0.99999999999992,0,-15.151515151515,0
26.091512261608,14.141414141414,0.99999999999993,0,-14.141414141414,0
26.091512305122,13.131313131313,0.99999999999994,0,-13.131313131313,0
26.091512341463,12.121212121212,0.99999999999995,0,-12.121212121212,0
26.091512371766,11.111111111111,0.99999999999996,0,-11.111111111111,0
26.091512396979,10.10101010101,0.99999999999997,0,-10.10101010101,0
26.091512417886,9.0909090909091,0.99999999999997,0,-9.0909090909091,0
26.091512435143,8.0808080808081,0.99999999999998,0,-8.0808080808081,0
26.091512449286,7.0707070707071,0.99999999999998,0,-7.0707070707071,0
26.09151246076,6.0606060606061,0.99999999999998,0,-6.0606060606061,0
26.09151246992,5.0505050505051,0.99999999999998,0,-5.0505050505051,0
26.091512477055,4.040404040404,0.99999999999999,0,-4.040404040404,0
26.091512482387,3.030303030303,0.99999999999999,0,-3.030303030303,0
26.091512486082,2.020202020202,0.99999999999999,0,-2.020202020202,0
26.091512488256,1.010101010101,0.99999999999999,0,-1.010101010101,0
26.091512488978,0,0.99999999999998,0,0,0
